domanialite,arrondissement,libelle_francais,genre,espece,circonference_cm,hauteur_m,stade_de_developpement
1,8,2,2,2,60.0,8.0,1
1,9,29,28,424,100.0,10.0,3
3,17,50,45,66,70.0,10.0,2
1,15,24,23,26,55.0,10.0,2
1,8,13,13,85,50.0,8.0,3
2,9,78,25,102,75.0,7.0,2
1,6,6,6,30,80.0,10.0,3
1,8,2,2,2,115.0,15.0,3
1,15,4,4,4,115.0,15.0,3
5,13,1,1,70,35.0,5.0,1
1,1,5,5,27,105.0,8.0,2
2,1,83,72,129,25.0,4.0,1
5,3,26,25,40,75.0,4.0,3
4,7,23,22,11,195.0,20.0,3
1,8,26,25,40,35.0,6.0,1
1,7,29,28,424,65.0,8.0,2
1,10,2,2,2,215.0,20.0,3
6,22,5,5,29,15.0,5.0,1
1,2,4,4,4,124.0,16.0,3
2,5,10,10,12,178.0,18.0,3
1,15,2,2,2,100.0,10.0,3
2,4,35,32,14,45.0,6.0,1
1,8,26,25,424,65.0,6.0,1
1,3,2,2,8,30.0,5.0,1
1,5,7,7,7,94.0,8.0,3
1,10,2,2,2,180.0,15.0,3
2,3,5,5,27,115.0,10.0,3
1,18,4,4,4,130.0,15.0,3
1,17,65,56,88,40.0,6.0,1
1,7,4,4,4,45.0,8.0,2
1,17,14,14,5,190.0,16.0,3
3,13,29,28,424,87.0,11.0,2
3,19,64,55,87,18.0,3.0,1
1,3,4,4,4,25.0,5.0,1
1,6,23,22,80,160.0,20.0,3
1,5,4,4,4,230.0,24.0,4
2,11,1,1,16,80.0,8.0,1
3,7,64,55,87,75.0,7.0,3
1,8,4,4,28,120.0,15.0,3
1,13,24,23,26,62.0,9.0,2
1,21,4,4,4,60.0,10.0,2
1,5,4,4,4,42.0,6.0,1
3,13,83,72,113,5.0,1.0,1
1,11,4,4,4,130.0,18.0,3
2,7,28,27,50,150.0,7.0,3
1,4,4,4,4,40.0,6.0,1
1,18,7,7,7,75.0,10.0,1
1,6,4,4,4,175.0,20.0,4
1,5,2,2,2,59.0,6.0,2
1,4,2,2,2,95.0,14.0,2
2,17,39,36,48,114.0,9.0,3
1,3,4,4,4,80.0,10.0,3
1,11,5,5,27,85.0,10.0,2
4,13,9,9,11,86.0,8.0,2
2,2,2,2,2,269.0,27.0,4
6,3,2,2,2,90.0,15.0,3
1,3,5,5,43,130.0,10.0,3
1,13,4,4,4,80.0,12.0,3
2,6,49,25,63,20.0,2.0,1
2,17,42,25,14,27.0,3.0,1
2,1,25,24,31,190.0,6.0,3
1,4,4,4,28,25.0,5.0,1
2,17,9,9,45,90.0,10.0,3
1,23,4,4,4,120.0,20.0,3
1,6,1,1,1,65.0,5.0,2
1,8,2,2,2,30.0,4.0,1
2,17,26,25,107,67.0,6.0,2
2,5,2,2,2,330.0,22.0,4
3,19,2,2,2,125.0,15.0,3
1,17,4,4,4,125.0,16.0,3
1,4,4,4,28,110.0,16.0,3
2,13,5,5,5,167.0,18.0,3
1,12,2,2,8,45.0,7.0,2
1,5,5,5,5,105.0,14.0,3
1,10,6,6,9,30.0,5.0,1
1,9,7,7,7,152.0,18.0,3
1,8,27,26,95,25.0,5.0,1
1,18,19,18,22,15.0,5.0,1
1,8,4,4,28,115.0,12.0,3
1,12,7,7,7,110.0,12.0,2
1,7,5,5,27,60.0,6.0,2
1,12,5,5,5,140.0,15.0,3
1,1,4,4,4,225.0,20.0,4
1,1,4,4,4,95.0,10.0,1
1,18,4,4,4,90.0,15.0,3
1,3,8,8,10,40.0,5.0,1
3,7,2,2,2,130.0,14.0,3
1,12,5,5,27,100.0,12.0,3
2,13,93,57,59,35.0,3.0,1
1,5,2,2,2,76.0,10.0,3
2,2,91,78,133,49.0,7.0,1
2,17,6,6,51,27.0,5.0,1
2,17,5,5,29,42.0,5.0,1
1,8,65,56,88,95.0,8.0,3
1,17,6,6,30,62.0,8.0,3
2,6,1,1,1,160.0,18.0,3
2,2,27,26,34,136.0,14.0,3
1,12,10,10,12,50.0,8.0,2
4,13,1,1,16,99.0,14.0,3
1,14,18,17,21,110.0,10.0,3
1,8,4,4,4,55.0,8.0,2
1,4,4,4,4,35.0,7.0,1
6,5,4,4,4,97.0,12.0,3
1,1,7,7,7,100.0,10.0,1
3,16,14,14,5,85.0,10.0,2
1,8,4,4,4,58.0,9.0,2
1,7,7,7,7,180.0,15.0,3
1,4,4,4,4,170.0,18.0,3
6,7,49,25,63,85.0,5.0,3
1,25,4,4,4,40.0,5.0,2
6,7,18,17,21,90.0,7.0,3
1,2,31,29,37,29.0,3.0,2
1,5,2,2,8,50.0,6.0,1
1,7,6,6,64,50.0,7.0,1
1,3,94,25,140,30.0,5.0,3
1,17,4,4,4,90.0,9.0,2
2,3,8,8,10,95.0,10.0,2
1,7,7,7,7,105.0,15.0,3
1,5,4,4,4,130.0,20.0,3
1,13,2,2,2,137.0,14.0,4
1,4,4,4,28,110.0,14.0,3
1,7,40,37,49,130.0,15.0,3
5,6,18,17,21,145.0,14.0,2
1,17,29,28,14,18.0,4.0,1
1,1,1,1,1,50.0,5.0,1
1,8,4,4,4,230.0,20.0,4
1,5,7,7,7,98.0,10.0,3
2,13,2,2,2,215.0,20.0,3
3,16,23,22,11,90.0,15.0,2
1,5,2,2,2,160.0,17.0,3
1,17,4,4,4,160.0,14.0,3
3,7,49,25,63,110.0,10.0,3
1,8,28,64,83,50.0,6.0,1
2,11,70,59,321,140.0,20.0,3
1,10,4,4,18,320.0,30.0,4
3,19,10,10,12,116.0,10.0,3
3,19,2,2,2,225.0,17.0,4
6,17,1,1,16,126.0,18.0,3
2,13,150,125,235,45.0,8.0,2
5,6,26,25,32,35.0,6.0,1
2,2,57,49,74,10.0,2.0,1
1,17,4,4,4,175.0,15.0,3
1,17,19,18,22,39.0,6.0,1
1,10,5,5,27,40.0,5.0,1
2,6,4,4,4,360.0,18.0,4
1,12,4,4,4,185.0,15.0,3
1,4,4,4,28,35.0,6.0,1
1,4,4,4,28,105.0,15.0,3
1,8,4,4,4,60.0,10.0,2
1,17,26,25,99,23.0,5.0,1
1,5,6,6,64,64.0,7.0,2
1,5,2,2,2,46.0,8.0,2
1,1,4,4,4,130.0,12.0,2
1,7,8,8,10,110.0,12.0,3
3,16,26,25,63,130.0,4.0,3
1,18,7,7,7,60.0,6.0,2
1,1,7,7,7,70.0,5.0,1
1,8,7,7,7,65.0,8.0,2
2,1,9,9,103,118.0,14.0,3
5,19,5,5,5,50.0,5.0,1
1,4,2,2,8,85.0,9.0,3
2,11,6,6,64,20.0,4.0,1
1,1,7,7,7,40.0,5.0,1
1,8,4,4,28,140.0,15.0,3
4,6,187,28,14,23.0,4.0,1
3,16,2,2,2,268.0,25.0,4
3,19,2,2,2,170.0,18.0,3
2,5,3,3,3,120.0,9.0,3
2,5,9,9,11,164.0,18.0,3
1,3,4,4,4,130.0,15.0,3
1,17,19,18,22,30.0,5.0,1
1,8,10,10,12,55.0,6.0,1
1,6,4,4,4,35.0,5.0,2
1,1,4,4,4,115.0,15.0,2
1,10,1,1,15,73.0,10.0,2
1,13,5,5,14,95.0,11.0,3
1,6,2,2,2,145.0,20.0,3
1,4,4,4,28,175.0,15.0,3
2,5,26,25,54,20.0,4.0,1
2,11,1,1,1,80.0,15.0,2
1,2,2,2,8,47.0,6.0,1
3,7,3,3,3,75.0,6.0,3
1,1,45,41,27,45.0,4.0,1
2,17,31,29,37,17.0,3.0,1
3,24,2,2,2,186.0,13.0,3
1,22,4,4,4,85.0,12.0,3
2,5,92,79,138,20.0,3.0,1
4,6,8,8,10,53.0,7.0,2
2,13,31,29,37,25.0,4.0,2
1,10,1,1,109,48.0,6.0,2
1,3,4,4,4,115.0,15.0,3
1,13,5,5,27,90.0,12.0,2
2,18,7,7,7,110.0,15.0,3
1,2,4,4,4,160.0,18.0,3
2,3,4,4,4,140.0,10.0,3
2,8,7,7,7,20.0,4.0,1
1,4,4,4,4,20.0,5.0,1
2,7,5,5,5,215.0,15.0,3
2,3,24,23,26,110.0,10.0,3
1,17,2,2,8,47.0,5.0,1
1,12,8,8,10,55.0,68.0,3
2,3,5,5,43,140.0,10.0,3
2,17,45,41,96,33.0,7.0,1
1,25,5,5,14,80.0,5.0,3
1,25,4,4,4,60.0,10.0,1
1,6,43,39,118,30.0,4.0,1
3,7,59,51,75,70.0,14.0,3
3,17,2,2,2,190.0,15.0,3
1,12,4,4,4,105.0,12.0,3
1,23,4,4,4,3.0,8.0,1
1,1,2,2,2,105.0,10.0,2
1,4,4,4,4,35.0,8.0,1
3,13,1,1,1,250.0,17.0,4
2,8,14,14,5,70.0,6.0,2
1,12,19,18,22,50.0,7.0,3
1,2,4,4,4,175.0,17.0,3
1,11,187,10,424,80.0,10.0,3
1,17,29,28,14,150.0,17.0,3
1,12,2,2,2,135.0,12.0,3
2,11,24,23,26,20.0,5.0,1
2,7,5,5,14,90.0,6.0,3
1,12,4,4,4,180.0,18.0,3
1,2,2,2,2,273.0,18.0,4
4,7,28,64,83,45.0,5.0,2
2,3,80,68,50,235.0,15.0,3
3,7,5,5,5,120.0,15.0,3
1,6,7,7,7,65.0,7.0,2
1,20,6,6,30,54.0,5.0,3
1,2,2,2,2,140.0,16.0,3
2,5,96,81,150,30.0,5.0,2
2,4,5,5,14,135.0,13.0,3
3,19,93,57,59,20.0,4.0,1
3,24,2,2,2,101.0,7.0,3
2,5,56,20,14,41.0,4.0,1
1,5,4,4,4,120.0,16.0,3
1,8,1,1,16,90.0,12.0,3
4,6,40,37,49,70.0,9.0,2
1,17,4,4,4,64.0,9.0,2
5,6,24,23,26,60.0,5.0,1
1,18,5,5,5,90.0,5.0,3
5,1,43,39,97,100.0,10.0,3
1,17,4,4,4,93.0,12.0,3
1,4,4,4,4,140.0,18.0,3
6,3,6,6,9,10.0,4.0,1
3,17,2,2,2,83.0,8.0,2
1,15,28,27,50,75.0,10.0,3
1,17,19,18,22,30.0,5.0,1
1,13,4,4,4,180.0,15.0,3
2,7,18,17,21,85.0,6.0,3
2,1,108,90,179,137.0,11.0,3
3,24,47,43,57,40.0,8.0,2
1,1,8,8,10,70.0,8.0,1
2,11,1,1,16,110.0,15.0,3
1,12,4,4,4,170.0,20.0,3
1,8,16,10,20,49.0,6.0,3
2,25,44,40,53,30.0,5.0,2
1,5,4,4,4,28.0,6.0,1
1,17,1,1,69,56.0,9.0,2
1,13,19,18,22,52.0,8.0,2
2,13,21,20,24,15.0,3.0,1
6,12,43,39,97,85.0,8.0,3
2,4,4,4,4,70.0,9.0,2
4,6,26,25,40,41.0,4.0,2
3,16,4,4,18,223.0,27.0,3
1,6,21,20,24,20.0,2.0,1
1,8,22,21,25,80.0,10.0,3
2,2,9,9,45,83.0,10.0,2
1,2,2,2,8,20.0,4.0,1
1,7,1,1,16,70.0,6.0,2
1,9,13,13,17,79.0,10.0,3
4,7,1,1,16,100.0,15.0,2
1,6,18,17,21,90.0,10.0,3
1,13,4,4,4,131.0,17.0,3
1,4,4,4,28,45.0,7.0,2
1,8,4,4,4,30.0,6.0,1
1,3,4,4,4,100.0,10.0,3
1,4,29,28,14,180.0,15.0,3
1,6,23,22,106,35.0,6.0,1
2,6,2,2,2,190.0,20.0,3
2,2,9,9,346,133.0,16.0,3
7,7,50,45,66,65.0,8.0,2
1,12,2,2,2,95.0,10.0,3
2,11,39,36,48,110.0,22.0,3
1,3,8,8,10,25.0,5.0,1
1,17,7,7,7,95.0,10.0,3
2,12,5,5,73,110.0,16.0,3
1,2,2,2,2,129.0,14.0,3
1,5,2,2,2,108.0,14.0,3
1,3,4,4,4,45.0,5.0,2
1,6,4,4,4,245.0,22.0,4
1,23,23,22,50,145.0,15.0,3
2,7,54,48,72,25.0,2.0,1
2,1,13,13,85,10.0,3.0,1
1,3,2,2,14,135.0,5.0,3
1,11,41,38,11,80.0,14.0,2
1,6,18,17,21,140.0,20.0,3
1,10,4,4,18,234.0,25.0,3
1,23,4,4,4,85.0,15.0,3
1,7,5,5,27,90.0,10.0,3
1,4,4,4,4,35.0,10.0,1
1,9,4,4,4,138.0,17.0,3
4,13,1,1,1,78.0,8.0,3
1,5,2,2,2,89.0,11.0,3
1,3,94,25,140,50.0,5.0,2
2,20,52,20,122,18.0,4.0,1
1,18,4,4,4,85.0,15.0,3
6,17,7,7,14,146.0,18.0,4
2,7,22,21,25,65.0,8.0,2
1,4,4,4,4,70.0,8.0,3
1,1,4,4,4,190.0,15.0,3
1,2,2,2,2,30.0,5.0,1
1,3,2,2,14,140.0,10.0,3
1,3,2,2,8,160.0,10.0,3
1,11,2,2,2,40.0,7.0,1
2,17,4,4,4,150.0,10.0,3
6,13,2,2,2,117.0,12.0,3
2,6,9,9,33,40.0,4.0,1
2,14,36,33,86,44.0,6.0,1
5,5,26,25,40,135.0,6.0,3
3,7,1,1,1,130.0,12.0,3
1,1,4,4,4,125.0,15.0,2
3,7,1,1,1,240.0,12.0,3
1,11,5,5,43,95.0,12.0,2
1,12,27,26,95,25.0,6.0,1
2,7,66,57,59,30.0,6.0,1
1,18,18,17,21,140.0,10.0,3
2,5,5,5,5,136.0,13.0,3
1,5,4,4,4,65.0,10.0,2
1,5,1,1,16,78.0,6.0,3
2,1,1,1,1,210.0,16.0,3
1,12,4,4,4,80.0,10.0,3
4,13,22,21,25,42.0,10.0,2
1,12,19,18,22,90.0,8.0,3
1,6,23,22,80,125.0,18.0,3
6,6,21,20,24,25.0,4.0,1
2,5,6,6,30,58.0,7.0,2
1,25,4,4,4,195.0,15.0,3
1,11,1,1,1,130.0,10.0,3
1,7,4,4,4,175.0,18.0,3
6,9,89,76,124,33.0,5.0,1
1,4,4,4,4,40.0,7.0,1
1,6,23,22,11,165.0,20.0,3
1,13,1,1,1,92.0,8.0,2
3,19,4,4,4,186.0,18.0,3
5,12,5,5,29,115.0,9.0,3
1,17,4,4,4,110.0,12.0,3
1,8,4,4,28,95.0,14.0,3
1,12,4,4,4,95.0,12.0,3
6,8,1,1,16,20.0,5.0,1
2,7,5,5,27,100.0,12.0,3
3,19,1,1,1,109.0,11.0,3
1,4,4,4,4,30.0,7.0,2
4,13,2,2,2,83.0,7.0,3
4,6,4,4,4,167.0,17.0,3
2,2,46,42,56,70.0,7.0,3
1,21,46,42,56,70.0,5.0,3
1,13,4,4,4,192.0,24.0,4
2,13,16,10,20,50.0,6.0,1
2,6,28,27,50,130.0,7.0,3
1,18,7,7,7,105.0,10.0,2
1,5,2,2,2,83.0,13.0,3
1,12,7,7,7,90.0,10.0,3
1,6,4,4,4,105.0,14.0,3
1,23,4,4,4,170.0,25.0,3
2,4,19,18,22,55.0,5.0,3
1,11,4,4,4,100.0,12.0,3
2,5,37,34,166,20.0,2.0,1
3,17,2,2,2,241.0,18.0,4
2,8,9,9,248,30.0,5.0,1
1,18,5,5,5,20.0,5.0,1
1,8,4,4,18,35.0,5.0,1
1,18,7,7,7,125.0,15.0,3
3,7,1,1,1,130.0,12.0,3
1,10,2,2,2,250.0,20.0,4
5,3,1,1,16,60.0,8.0,2
1,8,18,17,21,75.0,8.0,1
2,4,5,5,14,140.0,15.0,3
6,1,4,4,4,70.0,10.0,2
1,5,4,4,4,154.0,17.0,3
3,19,2,2,2,40.0,5.0,1
1,2,4,4,4,76.0,13.0,3
1,12,4,4,4,190.0,18.0,3
6,3,4,4,4,130.0,15.0,3
2,5,26,25,40,134.0,4.0,4
1,2,4,4,4,91.0,13.0,3
6,12,1,1,16,80.0,8.0,2
1,1,1,1,16,60.0,6.0,1
1,11,8,8,10,35.0,5.0,1
1,25,4,4,4,65.0,10.0,2
1,23,65,56,88,45.0,6.0,3
1,11,41,38,11,80.0,10.0,1
1,5,2,2,2,90.0,10.0,2
1,6,4,4,4,230.0,22.0,4
1,5,1,1,1,133.0,16.0,3
1,12,4,4,4,175.0,18.0,3
5,19,1,1,15,10.0,3.0,1
3,16,2,2,2,255.0,25.0,4
1,11,2,2,2,120.0,12.0,1
1,11,1,1,16,140.0,9.0,3
1,8,6,6,64,50.0,5.0,1
1,1,7,7,7,95.0,7.0,2
1,9,19,18,22,40.0,8.0,3
2,4,5,5,14,105.0,12.0,3
1,13,22,21,25,105.0,10.0,3
1,10,2,2,8,157.0,15.0,3
2,11,6,6,9,140.0,25.0,3
1,7,24,23,26,80.0,15.0,3
1,1,2,2,8,45.0,5.0,1
1,4,2,2,2,60.0,6.0,2
2,17,1,1,145,12.0,3.0,1
1,12,5,5,27,80.0,10.0,3
1,8,10,10,12,52.0,8.0,2
6,7,10,10,12,60.0,8.0,2
1,4,4,4,4,50.0,8.0,1
1,6,2,2,8,110.0,8.0,3
1,12,4,4,4,90.0,12.0,3
1,4,4,4,4,110.0,13.0,3
1,5,4,4,4,87.0,12.0,2
1,8,19,18,22,65.0,6.0,2
1,5,2,2,2,47.0,7.0,1
1,8,18,17,21,90.0,12.0,2
1,1,4,4,4,130.0,13.0,2
5,3,9,9,11,120.0,15.0,3
2,11,49,25,63,20.0,5.0,3
2,7,9,9,160,160.0,15.0,3
1,12,15,15,19,80.0,6.0,3
5,12,5,5,29,140.0,10.0,3
1,1,7,7,7,45.0,5.0,1
1,8,4,4,28,140.0,15.0,3
1,5,2,2,2,122.0,20.0,3
1,13,4,4,4,96.0,12.0,2
1,5,5,5,27,70.0,8.0,3
1,1,7,7,7,65.0,6.0,1
1,3,4,4,4,50.0,5.0,2
1,6,50,45,66,35.0,6.0,1
1,13,7,7,7,60.0,7.0,1
6,6,1,1,1,80.0,10.0,2
1,6,4,4,4,290.0,20.0,4
1,1,4,4,4,220.0,15.0,3
1,10,4,4,18,203.0,20.0,3
2,4,7,7,7,110.0,12.0,3
1,8,29,28,424,20.0,5.0,1
1,5,4,4,4,97.0,20.0,3
1,10,2,2,2,95.0,12.0,3
3,5,3,3,3,85.0,5.0,3
1,2,2,2,8,34.0,5.0,1
1,2,4,4,4,23.0,5.0,1
1,13,22,21,25,122.0,17.0,3
1,1,19,18,22,30.0,4.0,1
1,1,7,7,7,145.0,15.0,3
1,6,23,22,80,95.0,12.0,3
3,19,5,5,29,55.0,6.0,2
1,4,4,4,28,100.0,18.0,3
1,17,18,17,21,44.0,5.0,2
1,2,4,4,4,127.0,14.0,3
5,5,68,31,156,25.0,3.0,1
1,3,5,5,14,70.0,10.0,2
1,6,23,22,50,140.0,20.0,3
1,23,2,2,8,105.0,15.0,3
3,19,10,10,12,173.0,14.0,3
2,6,9,9,45,102.0,12.0,3
1,5,7,7,7,115.0,13.0,3
6,17,21,20,24,10.0,1.0,1
1,9,13,13,17,85.0,8.0,3
3,19,2,2,2,225.0,18.0,4
1,2,2,2,2,152.0,20.0,3
1,4,2,2,2,125.0,15.0,3
2,13,20,19,23,55.0,7.0,3
1,4,4,4,4,40.0,8.0,1
1,8,7,7,7,130.0,18.0,3
1,8,13,13,17,55.0,6.0,2
2,3,5,5,43,105.0,10.0,3
1,1,16,10,20,60.0,6.0,1
2,6,23,22,80,225.0,22.0,3
1,12,4,4,4,95.0,12.0,3
2,2,3,3,3,40.0,5.0,3
1,1,4,4,4,120.0,15.0,2
2,5,79,67,127,90.0,11.0,3
3,17,5,5,29,46.0,7.0,1
1,17,23,22,11,81.0,10.0,2
1,8,14,14,5,55.0,6.0,2
1,1,4,4,4,95.0,12.0,1
1,8,18,17,21,110.0,10.0,3
2,15,5,5,29,90.0,7.0,3
1,2,2,2,2,100.0,13.0,3
1,7,4,4,4,95.0,10.0,3
1,7,7,7,7,25.0,4.0,1
1,11,1,1,16,70.0,13.0,2
1,11,4,4,4,110.0,15.0,2
1,11,4,4,4,125.0,15.0,2
2,12,18,17,21,45.0,7.0,2
1,11,5,5,43,150.0,14.0,3
1,7,5,5,5,50.0,6.0,2
1,3,4,4,4,155.0,15.0,3
1,14,6,6,64,30.0,5.0,1
1,1,7,7,7,45.0,5.0,1
1,1,4,4,4,110.0,10.0,2
2,2,2,2,2,55.0,6.0,2
1,13,8,8,10,84.0,9.0,2
3,7,5,5,5,180.0,20.0,3
1,13,2,2,8,77.0,9.0,2
4,13,187,28,168,79.0,8.0,2
1,2,2,2,2,74.0,10.0,3
1,10,2,2,2,165.0,15.0,3
1,1,5,5,5,105.0,8.0,2
1,6,4,4,4,125.0,10.0,3
1,8,4,4,4,30.0,5.0,1
1,3,4,4,4,85.0,10.0,2
1,12,5,5,27,85.0,10.0,3
3,16,1,1,1,190.0,15.0,3
1,2,2,2,2,53.0,15.0,2
1,6,1,1,109,70.0,10.0,2
1,7,2,2,2,40.0,5.0,1
2,7,5,5,14,125.0,14.0,3
2,8,26,25,40,45.0,3.0,2
1,13,4,4,4,193.0,22.0,4
1,14,4,4,4,60.0,10.0,2
1,17,29,28,424,45.0,8.0,1
2,13,10,10,162,40.0,7.0,1
2,20,52,20,81,20.0,5.0,1
1,12,5,5,29,115.0,13.0,3
1,5,4,4,4,121.0,14.0,3
2,4,5,5,14,105.0,9.0,3
1,17,4,4,4,93.0,12.0,3
1,12,5,5,43,155.0,13.0,3
2,17,23,22,11,190.0,20.0,3
1,22,2,2,2,60.0,10.0,2
1,5,2,2,2,84.0,14.0,3
3,7,2,2,2,205.0,12.0,3
3,7,75,63,100,55.0,8.0,2
3,7,3,3,3,65.0,6.0,2
1,1,2,2,2,105.0,10.0,2
6,7,38,35,47,200.0,10.0,3
1,8,4,4,28,95.0,15.0,3
1,8,13,13,17,65.0,8.0,2
2,17,5,5,5,80.0,10.0,2
1,12,27,26,95,125.0,10.0,3
2,5,16,10,20,94.0,7.0,3
1,15,2,2,2,175.0,15.0,3
1,6,7,7,7,40.0,6.0,1
3,19,5,5,29,109.0,10.0,3
1,18,4,4,4,65.0,10.0,2
1,1,2,2,2,225.0,15.0,4
2,17,24,23,26,59.0,5.0,2
2,11,2,2,2,350.0,20.0,3
2,17,26,25,107,62.0,6.0,2
1,3,4,4,4,45.0,5.0,2
3,1,75,63,100,150.0,5.0,3
1,1,4,4,4,220.0,20.0,3
6,7,4,4,4,185.0,18.0,3
1,1,5,5,5,150.0,12.0,3
1,3,13,13,85,45.0,5.0,2
1,22,6,6,64,65.0,10.0,3
2,17,1,1,70,120.0,10.0,3
1,6,1,1,16,55.0,6.0,2
1,23,4,4,4,110.0,18.0,3
1,8,2,2,8,85.0,6.0,2
1,1,4,4,4,50.0,6.0,1
6,3,2,2,2,110.0,13.0,3
1,3,4,4,4,115.0,10.0,3
1,4,2,2,2,100.0,12.0,3
3,16,2,2,2,220.0,25.0,4
1,4,4,4,4,65.0,10.0,2
2,5,5,5,5,170.0,18.0,4
6,9,30,18,36,10.0,2.0,1
5,7,56,20,14,75.0,6.0,2
1,3,27,26,95,20.0,5.0,1
1,3,4,4,4,70.0,10.0,2
2,5,9,9,45,177.0,15.0,3
1,2,2,2,2,211.0,17.0,3
1,18,4,4,4,25.0,5.0,1
2,7,5,5,27,100.0,10.0,3
2,5,5,5,5,167.0,17.0,3
1,4,4,4,28,35.0,7.0,2
6,18,1,1,16,85.0,12.0,3
1,4,5,5,5,90.0,12.0,3
1,8,4,4,28,25.0,5.0,1
1,5,1,1,16,64.0,12.0,3
1,2,4,4,4,86.0,14.0,3
1,3,2,2,8,45.0,5.0,1
3,16,1,1,16,132.0,15.0,3
1,15,4,4,4,135.0,15.0,3
4,7,20,19,23,10.0,1.0,2
3,7,6,6,30,90.0,6.0,3
1,8,4,4,4,245.0,25.0,4
3,16,10,10,12,41.0,7.0,2
1,5,23,22,50,94.0,11.0,2
1,1,7,7,7,115.0,10.0,2
1,8,24,23,26,50.0,10.0,2
2,7,49,25,63,45.0,5.0,2
1,8,2,2,8,75.0,8.0,3
1,5,4,4,4,55.0,10.0,2
1,17,4,4,4,110.0,10.0,3
1,7,4,4,4,160.0,12.0,3
2,4,7,7,7,130.0,13.0,3
1,18,38,35,47,65.0,10.0,2
6,6,2,2,2,75.0,8.0,2
1,13,1,1,1,70.0,8.0,2
1,7,7,7,7,30.0,4.0,1
4,5,5,5,27,96.0,12.0,3
1,2,2,2,2,109.0,15.0,3
5,7,87,25,121,140.0,5.0,2
2,7,96,81,150,45.0,2.0,2
1,5,2,2,2,133.0,16.0,3
1,8,4,4,28,140.0,15.0,3
2,1,18,17,21,133.0,14.0,3
1,2,2,2,2,70.0,10.0,2
1,6,7,7,7,35.0,5.0,1
1,7,5,5,5,130.0,20.0,3
1,13,5,5,29,64.0,7.0,2
2,5,1,1,16,135.0,17.0,3
1,4,4,4,4,195.0,25.0,3
4,6,19,18,22,15.0,3.0,1
4,6,4,4,4,32.0,5.0,1
1,2,2,2,2,97.0,13.0,3
2,11,1,1,1,70.0,10.0,3
2,3,24,23,26,125.0,5.0,3
3,7,1,1,1,180.0,10.0,3
6,6,67,25,90,45.0,6.0,2
1,9,4,4,4,25.0,6.0,1
2,6,55,33,46,20.0,4.0,1
1,8,2,2,2,120.0,20.0,3
2,1,4,4,4,155.0,6.0,3
3,16,1,1,1,90.0,10.0,3
1,2,4,4,4,83.0,12.0,3
5,13,24,23,26,75.0,8.0,2
2,8,18,17,21,30.0,3.0,1
1,13,24,23,26,30.0,5.0,1
1,5,2,2,2,92.0,14.0,3
2,11,42,25,14,90.0,8.0,3
1,12,2,2,2,150.0,12.0,3
1,6,5,5,29,95.0,10.0,3
2,7,1,1,15,20.0,3.0,1
1,1,65,56,88,90.0,6.0,2
1,8,4,4,4,75.0,10.0,3
3,19,2,2,2,230.0,20.0,4
1,5,2,2,2,72.0,12.0,2
1,3,4,4,4,165.0,15.0,3
1,8,19,18,22,40.0,7.0,3
7,8,24,23,26,20.0,5.0,2
1,18,4,4,4,35.0,5.0,2
2,5,54,48,72,25.0,3.0,1
1,10,1,1,15,30.0,5.0,1
2,12,2,2,8,120.0,7.0,2
1,7,5,5,5,35.0,5.0,1
1,22,4,4,4,145.0,13.0,3
1,8,4,4,4,55.0,8.0,1
1,12,2,2,2,145.0,10.0,3
2,11,62,42,7,60.0,8.0,3
1,5,4,4,4,28.0,8.0,1
2,7,24,23,26,50.0,12.0,2
3,19,5,5,27,49.0,6.0,2
1,1,7,7,7,30.0,5.0,1
1,5,2,2,2,220.0,22.0,3
3,7,58,50,14,85.0,10.0,3
1,1,40,37,49,30.0,5.0,1
6,13,1,1,16,26.0,4.0,1
5,17,5,5,43,74.0,10.0,3
1,5,4,4,4,105.0,15.0,3
1,8,4,4,4,220.0,25.0,4
1,9,8,8,10,87.0,11.0,3
1,17,4,4,4,76.0,9.0,2
1,13,7,7,7,58.0,8.0,1
6,8,67,25,90,120.0,9.0,3
2,9,73,61,98,55.0,8.0,2
2,11,49,25,63,90.0,6.0,3
1,10,1,1,16,29.0,5.0,1
1,6,4,4,4,130.0,12.0,3
1,25,2,2,2,195.0,10.0,3
1,3,5,5,5,75.0,5.0,2
1,5,4,4,4,124.0,14.0,3
1,13,2,2,2,131.0,17.0,3
1,7,5,5,27,100.0,14.0,3
2,5,43,39,97,30.0,7.0,1
1,8,19,18,22,25.0,5.0,1
6,3,2,2,2,50.0,8.0,2
2,17,1,1,109,50.0,5.0,1
1,10,49,25,63,50.0,4.0,1
1,5,2,2,2,96.0,17.0,2
1,12,2,2,8,50.0,7.0,2
1,10,1,1,109,25.0,5.0,1
1,2,2,2,2,152.0,10.0,3
1,12,7,7,7,200.0,18.0,3
1,8,2,2,8,120.0,10.0,3
1,12,5,5,27,115.0,12.0,3
1,18,18,17,21,105.0,10.0,2
1,8,29,28,424,35.0,2.0,1
2,6,5,5,29,145.0,18.0,3
1,12,5,5,29,50.0,7.0,3
1,18,65,56,88,145.0,10.0,3
1,17,1,1,1,145.0,14.0,3
1,6,19,18,22,25.0,6.0,1
2,17,39,36,48,69.0,9.0,2
1,13,78,25,102,58.0,7.0,1
3,13,1,1,16,150.0,15.0,3
1,17,5,5,5,63.0,8.0,2
3,7,1,1,1,110.0,10.0,3
